tweet,0,1,2
republicans democrats let american people as i said beginning let obamacare implode deal watch,1,0,0
update dunmore signal project dunmore corners the project completed november,1,0,0
cleared roadwork highway westbound exit pa south milton,0,0,1
nb slow sun valley newhall sb slow magic mountain calgrove nb jammed knxeyeinthesky,0,1,0
how investments infrastructure help drive regional growth across country,1,0,0
eastbound conwy tunnel incident closed due accident until notice,0,1,0
planning spgweekend family recommendations,1,0,0
cleared accident wb highway richmond,0,0,1
incident gardenstateparkway nb south brookdale service area,0,1,0
this good thing american workers work,1,0,0
lane blockage highway near junction with secondary milepost,0,1,0
roadwork highway northbound exit rest area mile post there traffic disruption,0,1,0
accident eb portsmouth travel lane closed potential delays,0,1,0
view scheduled maintenance closures be alert driving hrtraffic,0,1,0
you welcome we proud support initiative encourages kids get stay active,1,0,0
highway mm nb near right lane closed hours due construction work,0,1,0
how catch thief restaurant biztalk forums,1,0,0
outer rain bands associated irma moving across flkeys am hurricane force gusts possible flwx,1,0,0
cleared emergency vehicles volusia highway west mm left lane blocked last updated,0,1,0
motorists pls slow amp use caution approaching farm equip your reaction time far less,0,1,0
senate leaders politicization supreme court unconscionable doyourjob,1,0,0
hey sitting like minute,1,0,0
bronson southbound reduced lane northbound lane closed catherine due collision,0,1,0
nowplaying australia radio kathleen edwards six news,1,0,0
new crash highway south exit rickenbacker cswy key biscayne right lane blocked last,0,1,0
today reflect foundations nation freedom liberty happy flagday,1,0,0
cleared disabled vehicle nb highway hanover,0,1,0
hooven uses love potion tangles baseman rf bloop single turned double headsup,1,0,0
construction directions roosevelt blvd nb past fox right lane sb past st left,0,1,0
new crash duval highway e south st johns bluff left lane blocked last updated,0,1,0
update highway s near broadway blvd still jammed will add drive kctraffic,0,1,0
highway int ave ave delay lt road maint ops left ln closed wb bewtween halse,0,1,0
nab fave men styles make like find brightest mural,1,0,0
hi elliott please reach support team,1,0,0
oh well done sam i say good luck know,1,0,0
breakingnews calgary lands spot uhaultrends canadian destination cities,1,0,0
on highway southbound ne st collision partially blocking ramp,0,1,0
i hope know jlovers globe glued tv every sunday shadesofblue,1,0,0
cleared disabled vehicle highway southbound milepost near owl creek emergency vehicles scene blocking left lane,0,1,0
and special thanks teachers exams officers hard work makes today possible resultsday alevelresultsday,1,0,0
teen suicide rates new report cdc,1,0,0
new planned construction broward hollywood blvd west beyond highway right lane blocked last updated,0,1,0
yeah i saw i tried tweet twitter thug talking girl like,1,0,0
cleared crash holmes highway west mm right lane blocked last updated,0,0,1
high risk flashflooding today associated irma moderate risk tomorrow irma info amp,1,0,0
stay know go sign updates announcements agriculture,1,0,0
charlotte county there crash highway northbound beyond mile marker lanes blocked traffic,0,1,0
i loved seeing moved podcast congratulations little one,1,0,0
nj dot stmc utility work highway amp ave south btw manhattan av jersey city highway amp,0,1,0
highlight haiti one youthday events around celebrating power,1,0,0
crash nb harrison blvd st ogden weber co right shoulder est clearance time am,0,1,0
accident right lane blocked southfulton highway sb senoia rd atltraffic,0,1,0
ever wonder pilots learn fly the cockpit procedures trainer uses advanced simulations reinforce,1,0,0
west loop northbound at southwest accident status cleared pm,0,1,0
cleared incident both directions new lots avenue station,0,0,1
update livestock still blocking roadway highway beaten ms amp ms covingtonco expect delays dir,0,1,0
chk wr ranks info help win league fantasyfootball nfl podernfamily podcast,1,0,0
updated crash seminole north lake of the woods blvd right lanes blocked last updated,0,1,0
looking forward presentation rugbynds,1,0,0
lane restrictions westbound highway highway interchange exit davenport begin may iatraffic,0,1,0
road closed south shore,0,1,0
the man behind mcdonald new look,1,0,0
thank kind words we understand difficult times try much,1,0,0
hi crystal can please make sure browser learn help center,1,0,0
new unconfirmed crash orange highway west exit fairbanks ave right lanes blocked last updated,0,1,0
thank shaun we glad hear have wonderful day,1,0,0
onewtc light blue tonight celebrate global meetings industry day makeitnyc mmbnyc,1,0,0
signal problems all directions s w utah est clearance time am,0,1,0
did know forecast pages work nicely smartphones get,1,0,0
restaurant slammed black olives matter merchandise,1,0,0
a big thank today veterans what facebook one tiny example,1,0,0
update stalled vehicle battery st tunnel cleared,0,0,1
crash all lanes blocked near pinedale milepost expect delays wyoroad,0,1,0
my new video drops couple hours be ready i dropping second channel like,1,0,0
new planned construction broward floridas turnpike south ramp exit pines blvd w closed,0,1,0
the loop we hit road follow tanker crash tornado earlier,0,1,0
hi janna please visit help center help mobile thank,1,0,0
delays nj tpk hudson county extension eastbound west interchange liberty state park east grand st mile delay,0,0,1
none machines elmhurst ave dispensing new day unlimited cards none station agent says problem help,1,0,0
cleared crash orange west exit highway traffic backed mm left lane blocked last updated,0,0,1
dated in love broke righteous anger depression acceptance happiness on next,1,0,0
on sr northbound north n st collision blocking right lane,0,1,0
it time newfarmers get ready answer new question future farming,1,0,0
updated crash seminole highway east exit mm left lane blocked last updated,0,1,0
incident highway miles east of superior milepost,0,1,0
update crash highway eastbound highway chester there lane restriction,0,1,0
update right lanes blocked,0,1,0
updated planned construction broward hallandale beach blvd west highway left lane blocked last updated,0,1,0
complete highway mm wb highway mile left lane closed hours due construction work,0,1,0
e independence blvd mile marker east charlotte mecklenburg vehicle crash congestion pm,0,1,0
accident nb highway tidewater trl middlesex no lanes closed,0,1,0
there better way start day chelsea see soon,1,0,0
crash turnpike sb sw st traffic,0,1,0
cal fire chief blames wildfires mismanaged forests,1,0,0
disabled vehicle highway north past exit ct ave west haven right lane closed,0,1,0
appalachian power virginia customers see percent drop total average monthly bills,1,0,0
fellas gay like females mean fe iron male man u basically fucking iron man,1,0,0
progress turnpike reconstruction project portsmouth paving,1,0,0
in london amp special envoy ahmed call parties implement ceasefire yemen soon possible,1,0,0
stall mainline highway wb johnson pkwy right lane blocked stopped traffic back beyon th,0,1,0
overnight lane closures scheduled bsb northbound tonight tomorrow pm,0,1,0
the handley iteam ready joyful successful year gisdjoy,1,0,0
matraffic getting word new crash expressway sb granite ave milton the left lane reportedly blocked,0,1,0
after full psu striebig still looking chairs stayhungry,1,0,0
we sorry delays we see one package ship morning packing overnight service check email,1,0,0
update other incident highway westbound mile post there shoulder closed,0,1,0
excited producing video content upcoming tech festival technology toronto,1,0,0
blewett clear skies roadway bare amp wet snow amp ice places,0,0,1
cranfordpd cranford fall street fair today from expect traffic delays downtown,0,0,1
helping children formerly associated armed groups dr congo resume lives,1,0,0
update incident manhattan bound point station,0,1,0
it great seeing rookietackle action morning,1,0,0
elsevier amp collaborate advance genderequality research,1,0,0
icymi secretary perdue address thousands school nutrition,1,0,0
properties offer eggs part sustainable food amp beverage platform,1,0,0
logan county nb seward cleared teg,0,1,0
cleared construction both directions exit avenue cr commack road,0,1,0
cleared disabled vehicle highway westbound exit pa,0,1,0
cleared vehicle fire brevard highway south citrus blvd traffic backed mm right shoulder blocked last,0,1,0
accident garden state parkway northbound south exit central ave left lane blocked,0,1,0
new planned construction broward highway south beyond stirling rd right lane blocked last updated,0,1,0
crash hwy boulderville rd summit est clearance time pm,0,1,0
fda calorie lists go forward despite lobbies lawsuit threat,1,0,0
new yorkers come standstill get glimpse partial solar eclipse ave midtown,1,0,0
new planned construction orange east mm left lanes blocked last updated,0,1,0
incident jline queens bound crescent street station,0,1,0
check job the wall street journal sr newsletter editor,1,0,0
our apologies which service needs repair tech please let us know,1,0,0
automated safety systems starting live potential reduce crashes according two new,1,0,0
hi we hope truck loading tips help make move easier gt gt,1,0,0
cleared incident wb exit winans ave exit cr ave,0,0,1
cleared disabled vehicle highway northbound mile post,0,0,1
mccarthy heads back throw baseballs itsdark wegotlights psu pitt,1,0,0
supporting local health entrepreneurs launch innovateforlifefund,1,0,0
key success the twice world champion reveals secrets learn best,1,0,0
throwin shade tonight shadesofblue,1,0,0
state police say children ejected turnpike crash still hospitalized,1,0,0
the hour gotten later traveltimes gotten better do know check,1,0,0
closed highway sb south camelback rd right lanes closed due crash expect long delays phxtraffic,0,1,0
new planned construction broward hollywood blvd west beyond park rd right lane blocked last updated,0,1,0
thanks info the heart q simply how manage,1,0,0
meet gary hula one many farmers responsible cleaner water running,1,0,0
crash blocking lanes highway sb mmmbt newport news mis expect delays hrtraffic trafficalert,0,1,0
this american sign language video travel tips keep safe road amp arrive,1,0,0
collision highway sb unknown lns clsd ocrd,0,1,0
orion spacesuits put vacuum test nasa photos,1,0,0
learn basf foam tech made guggenheim oasis calm nyc art foam,1,0,0
cleared planned construction orange highway east exit south st left lane blocked last updated,0,0,1
construction the ramp sb highway wb closed road work use wsb tuttle crossing blvd,0,1,0
traffic advisory starting tomorrow new storm sewer installed south keating drive royal lane,0,0,1
dyk import federal noxious weeds illegal these invasive plants serious threat ag natural resources,1,0,0
dropped fire anthem queens keeping receipts,1,0,0
it time started come visit us indiedev,1,0,0
update crash highway northbound there shoulder closed,0,1,0
pottawatomie injury collision highway west bound mcloud road roadway blocked tp,0,1,0
fixed an elevator e st nw corner east street morris park avenue inside station house back service,1,0,0
in case missed designates nat l estuarine research reserve,1,0,0
updated traffic congestion hillsborough highway north the hump beyond ml king jr blvd last updated,0,1,0
highway e grundy co mm am est clear am ct,0,0,1
for singletons join srsly who single valentines weekend,1,0,0
update pm on highway northbound south mercer st disabled vehicle blocking left lane,0,1,0
road closed highway elmo to milepost,0,1,0
paul want make sure get best service possible can dm us issue help,1,0,0
accident sb fairfax travel lane closed potential delays,0,1,0
incident cleared trim quigley hill,0,0,1
basf press conference live webcast available starting cest,1,0,0
deadly crash leads heavy delays highway north south travel atlanta airport,0,1,0
highway accident eb e,0,1,0
proud better world winners sustainable water practices,1,0,0
hi dylan if account taken someone else please secure thank,1,0,0
zealand amp vip packages witnessthetour auckland shows sale,1,0,0
new unconfirmed object roadway hamilton highway south mm right lane blocked last updated,0,1,0
looking museum explore take time venture,1,0,0
sb north van buren closed unknown duration time,0,1,0
disabled tractor trailer highway eb mp expect single lane closure,0,1,0
it clear tb malaria need new approach fighting infections,1,0,0
construction mline marcy avenue station myrtle avenue station,0,1,0
earlier lastdrinks struggle california benefit frm newcastle studies amp experience,1,0,0
picture seems could cellasto top mount i suggest check garage,1,0,0
yeah sex cool ever hit green lights consecutively tecumseh road east,1,0,0
due accident columbia pk amp s scott st buses may experience delays directions,0,1,0
hey elizabeth i would love assist please follow dm details concern c,1,0,0
perfects look metgala photo amp metkawakubo,1,0,0
cleared roadwork highway westbound exit highway north end of highway,0,0,1
i feel breath neck harlee miguel shadesofblue,1,0,0
hey justin thanks tweet can please give us detail experiencing we appreciate,1,0,0
traffic accident hwy richmond traffic closed directions bdnmb westman,0,1,0
updated crash gadsden highway east mm traffic backed mm right lane blocked last,0,1,0
cleared incident aline both directions street station,0,1,0
update those behind barcelona van incident reportedly hiding local bar,1,0,0
serene view across water courtney campbell cswy roadway mess directions take,0,1,0
construction franklindrooseveltdrive nb east street east street,0,1,0
cleared police activity floridas turnpike north exit highway traffic backed beyond okeechobee rd,0,0,1
incident both directions main station point station,0,1,0
grubhub ceo suggests employees who approve trump rhetoric should quit,1,0,0
totaltrafficbhm object roadway hoovervestaviahills i sb alford ave hwy hoover,0,1,0
this urban explorer itinerary really convenient weekend,1,0,0
in conversation womeninag joyce hunter,1,0,0
this vile people die go cuts,1,0,0
crash nb highway mp plymouth box elder est clearance time am,0,1,0
incident nwkline both directions journal square station world trade center station,0,1,0
brazil dissolving protected reserve amazon open area commercial,1,0,0
accident highway north mlk jr drive mile post right lanes blocked fultoncounty,0,1,0
elsevier launches chemrn research information via,1,0,0
these coconut chicken taco boats peanut slaw perfect refreshing summer meal prep time,1,0,0
hey this campaign hoax be sure release personal financial information sender,1,0,0
update n mcdonough rd near locust grove still jammed will add drive,0,0,1
cleared lower hudson valley disabled vehicle highway exit right lane blocked incident clear traffic normal,0,0,1
cleared construction both directions north bergen blvd south us,0,0,1
accident highway south quacco road mile post left lanes blocked chathamcounty,0,1,0
flooding btwn s s e near centerville,0,1,0
start rejoicing advance good news coming way week amen,1,0,0
important students understand modern factory exciting place work high wages says sec wilbur ross,1,0,0
updated traffic congestion sumter floridas turnpike north highway ramp exit highway,0,0,1
a recent study vitamin roles health may asking right check,1,0,0
update multi vehicle crash highway westbound st highway west valley forge there lane restriction,0,1,0
complete highway mm eb highway southside ramp slow lt mins due crash,0,1,0
dm us service type this way may look solutions internet josiah thanks j,1,0,0
big skylah post game win national cup,1,0,0
great see expansion player safety coach sports amp also include matters strength amp,1,0,0
usa football guest today coachandcoordinator podcast,1,0,0
cleared incident cline nb canal street station cir station,0,1,0
need kind nigga life guts actually need asap rocky,1,0,0
pottawatomie county eb jw cleared teg,0,0,1
stevens overcast skies roadway bare amp wet advance notice avalanche control planned highway stevens pass,0,1,0
milwaukeecounty highway sb lanes closed brown deer road semi ditch good,0,1,0
mm wb near grant mile closed lt mins due crash,0,1,0
multi vehicle crash highway northbound exit highway exit highway there shoulder clos,0,1,0
very sorry hear jay can please dm us get details report,1,0,0
students turning sugaring help pay tuition check story sugar babies,1,0,0
incident inbound east expressway highway west wesley chapel rd tied right side rd,0,1,0
omg i have always lived pls beat your chest at the end of this performanxe bbmas,1,0,0
cleared flooding highway north exit va hospitals left lane blocked last updated,0,0,1
update this rollover crash wb highway ave exit no delays use exits get wb highway,0,1,0
how ohio state students stay healthy,1,0,0
road construction right lane closed charlestown rt sb tolls used cty sq tunl delay min traffic,0,1,0
hi amanda to learn add someone admin please visit help center,1,0,0
okc eb highway ramp sb highway closed noon sunday pavement work drivers locate alt route,0,1,0
cleared crash highway north beyond exit highway left lane blocked last updated,0,1,0
cleared roadwork highway westbound mile post,0,1,0
eb highway mile closed amp eb highway ramp eb highway another hour reopening,0,1,0
update turnpike roadwork pennsylvania turnpike highway southbound exit pa only affecting shou,0,1,0
south jammed way anderson sc per google,0,1,0
glad see ufc leaving nothing table detroit save money cancel,1,0,0
that tear good sorry please dm us name email phone,1,0,0
would think i relationship long i take reply but you are wrong,1,0,0
massive thank million donation we million let keep going,1,0,0
the commodity market reports published early morning poultry produce beef dairy pork etc all,1,0,0
accident highway south btw exit cross hwy hartford exit marsh old wethe,0,1,0
nb vehicle disabled construction zone,0,1,0
movingday easier ever access equipment whenever move convenience truckshare gt gt,1,0,0
new planned construction orange south mm left lane blocked last updated,0,1,0
info potential development system southwestern gulf mexico,1,0,0
hi send us link product inquiring assist,1,0,0
so i think least traffic lights boston flashing right commute sample,0,1,0
complete highway mm wb near highway north jct all lanes slow lt mins due heavy traffic,0,0,1
lilyfield heavy traffic citybound link road parramatta road victoria road,0,0,1
they tore apt building mostly full elderly disabled people build whole foods,1,0,0
updated crash hillsborough highway south beyond exit gibsonton dr right lanes blocked last updated,0,1,0
a new article food safety time covering bacteria one cause foodborne illness foodservice,1,0,0
gearing copacabana marathon swimmer custom teamusa polo shirt,1,0,0
gensler health amp wellness designer offers things doctors hospitals learn,1,0,0
kennedy ib harlem crash right lanes slow river road toll construction adding delay chicagotraffic,0,1,0
accident sb highway richmond nb travel lanes closed,0,1,0
abbotsford eastbound trans canada hwy clearbrook stalled vehicle right hand lane clear,0,0,1
cleared roadwork highway westbound exit pa st exit highway rd,0,0,1
if commuting around east street fifth avenue today may want find another route expect,0,1,0
do i wish i one traveling hell yeah i mean i done fair share past months i trips planned soon,1,0,0
ct merriden highway iao exit use caution pd prop dmge mva no injs expect,0,1,0
cleared roadwork highway eastbound pa exit,0,0,1
susan i committing million please join next days reach million goal,1,0,0
purpose now get free exclusive poster buy claire,1,0,0
both north southbound highway gated closed highway clear lake highway ames due whiteout conditions,0,1,0
we sorry see did purchase online store order,1,0,0
accident south of creston milepost,0,1,0
construction eb highway highway e hampton all travel lanes closed potential delays,0,1,0
paul norman talking company heart soul,1,0,0
accident cleared detroit highway nb springwells st stop go traffic back fort st delay mins traffic,0,0,1
please try clearing cookies amp checking website thank,1,0,0
we happy able assist holly please dm us anytime need anything,1,0,0
update knightscope becomes first company to surpass million seedinvest investcrowdfunding crowdfunding,1,0,0
accident left lane blocked the eb traffic,0,1,0
hey e us if call btwn pm est visit help,1,0,0
update residual delays northbound glenwood dr los gatos all lanes open,0,1,0
hey milk drinkers you drinking breast milk,1,0,0
vehicle behind pulled speeding school zone slow down those kids worth sgf sgftraffic,0,0,1
updated crash orange highway east exit floridas turnpike traffic backed nb left,0,1,0
the left lane blocked highway west elysian fields avenue due accident congestion minimal,0,1,0
incident cline canal street station,0,1,0
model new mukilteo ferry terminal construction kicked morning celebration ceremony,0,1,0
sb sr ellingson rd algona incident blocking right lane,0,1,0
the ramp closed the inside lane open nb main st lanes ramp shut approx am,0,1,0
the dog best character aho girl,1,0,0
incident aline sb new york station,0,1,0
love little red dress shop look click buy,1,0,0
i sorry hear please reach us directly call us option,1,0,0
because water vapor stop sun degree blocked solid object,1,0,0
note sb left lanes blocked rd new brighton rd d st anthony tonight,0,1,0
grab drink sit outside listen music these chicago concert series,1,0,0
great view welcome rt morning view new office freedom,1,0,0
crash nb bangerter hwy parkway blvd salt lake left lane closed est clearance time am,0,1,0
nighttime lane restrictions highway exit ramp closure exit davenport begin may iatraffic,0,1,0
feeling peaceful back shootout lol shadesofblue harlee harleehair letsgetit,1,0,0
cleared incident cline new york station jay hall station,0,0,1
we offer free boxes check take box leave box store near,1,0,0
news kingstown st vincent cmc the woman allegedly set fire one week ago,1,0,0
hi ricardo you report issue following steps thank,1,0,0
by almost every economic measure economy better eight years ago,1,0,0
crash highway eastbound mile post mile post there lane restriction,0,1,0
eb highway connector closed pm,0,1,0
actually laughed loud love man,1,0,0
accident ct west approaching exit high st lane blocked,0,1,0
lane closures iowa near grimes begin may iatraffic,0,1,0
cleared traffic congestion palm beach floridas turnpike north exit okeechobee beyond sr last updated,0,0,1
overturned vehicle ct a east ramp exit mohegan sun blvd closed,0,1,0
thanks we pretty thrilled,1,0,0
ncei cloudiness map shows past cloud conditions forecast area find,1,0,0
the st station actually gets much traffic workers several large,0,1,0
cleared turnpike roadwork pennsylvania turnpike highway westbound exit exit pa affecting right lane,0,1,0
we start pax panel come join us paramount,1,0,0
to prevent fasd need approaches target whole communities women fasdawarenessday,1,0,0
suspicious priority n polk ave n columbia blvd frontage rd portland or portland police,0,1,0
heartbroken man sometimes u ask even though u know make mistakes somanytearsshed,1,0,0
getting new item menu blogs,1,0,0
update roadwork alert roadwork sr sb exit ramp highway west mp fulton co exit ln clsd beg sch end,0,1,0
years air dominance first took flight ruled skies ever since,1,0,0
even grumpy husky ca resist singing along favorite song,1,0,0
new page so far links blogs amp presentation slide decks if share post,1,0,0
the happy collaborate occasion exhibition highlights seoul,1,0,0
mark calendars guys irma,1,0,0
happening today pm expecting participants,1,0,0
popular italian chef tells vegans he like just kill them all,1,0,0
rule u never ever ever leave ur drunk friend alone idc ol boy u like building u never ever,1,0,0
cleared road blockage crenshaw ct clt,0,0,1
rt the right lane blocked airline highway highway south choctaw drive due accident congestion approaching mi,0,1,0
disabled vehicle northbound highway nb west fork meadowbrook,0,1,0
cleared incident sb exit white plains road start route highway george washington bridge,0,0,1
vehicle accident eastbound highway eb mile marker,0,1,0
accident cleared northdade highway sb ives dairy rd slow traffic back pembroke rd delay mins sfltraffic,0,0,1
open both dir cody sheridan,0,1,0
person taken hospital part avenue closed train incident john,0,1,0
george martin said hbo gameofthrones killed characters still alive next,1,0,0
it never stop strange i probably covering penn state women volleyball daughter born,1,0,0
heading back washington much accomplished week trade military security,1,0,0
bday great time look next americans parks amp,1,0,0
new paper local hpis often lowest mortgage model error location matters,1,0,0
we love review account our apologies fluctuating bill dm us wireless thom we care,1,0,0
cleared construction babylonbranch wb lindenhurst station amityville station,0,1,0
crash highway sb mm lanes blocked motorists advised seek alternate route,0,1,0
to contact station program directly go station tunein info page click more information,1,0,0
cleared crash flagler highway south exit palm coast hwy closed last updated,0,0,1
updated traffic congestion floridas turnpike north exit biscayne dr exit sw,0,1,0
when know crazy get folk fest mercy,1,0,0
remember take sights cross country move submit uhaulfamous photos,1,0,0
starts feminist revolution aintyourmama music video so badass,1,0,0
and disabled vet removed fifth avenue near trump tower thought,1,0,0
you guys welcome let get work good luck striveforgreatness,1,0,0
oklahoma eastbound west accident inside lane blocked mcm,0,1,0
construction connecticut turnpike nb tokeneke rd post rd blocks one lane,0,1,0
all lanes nb highway left middle lanes sb highway open sharon rd check ohgo,0,1,0
a toast wimbledon thepolobar serves all england cup pimms amp boodles gin ginger syrup amp lemon juice,1,0,0
parents learning shoulder tackling putting,1,0,0
tune tomorrow night ct new hauntedtowns this week takes us savannah travel history paranormal rt,1,0,0
highway highway n oregon washington border delay lt road work center ln closed moving ope,0,1,0
dems mueller flynn failed disclose trip broker business deal cnn,1,0,0
multi vehicle crash sb deerfoot approaching avenue ne debris road yyctraffic abroads,0,1,0
updated emergency vehicles broward express north hollywood blvd lanes blocked last updated,0,1,0
updated incident jline queens bound alabama avenue station,0,1,0
highway eb delays exit morningside avenue exit highway ia gordon drive sioux city,0,0,1
downtown construction delays right lanes blocked north avenue atltraffic,0,1,0
i many prizes nobelprize something special sauvage,1,0,0
anyone know whats happening sylvania many fire trucks police ambulance near corner princess highway clare street,1,0,0
updated incident sbsbus nostrand avenue empire boulevard nostrand avenue linden,0,1,0
fire closure thompson river road highway mile east of lincoln county line milepost,0,1,0
update accident eb on cornell drive east north baylor drive loudoun co right shoulder closed potential delays,0,1,0
vehicle fire highway eb mp road closed traffic diverted exit trafficalert,0,1,0
disabled vehicle nb highway prince william co right shoulder closed potential delays,0,1,0
direct message communicate better,1,0,0
accident highway east lee road mile post left lanes blocked douglascounty,0,1,0
obstruction highway southbound n san jose left lane blocked expect,0,1,0
incident accident mp direction nb high minutes delays lanes impacted estimated,0,1,0
just favorited house beats radio station under constru mixcloud,1,0,0
hi sorry hear dm us name email phone amp explanation issue help resolve,1,0,0
insinuating women voted male pressure belittles agency,1,0,0
delays growing directions due overturned truck near statefair blvd left amp center lanes,0,1,0
we tough we strong we bounce back wearetexans,1,0,0
highway mile marker north mcdonald robeson maintenance lane closed am,0,1,0
turnpike roadwork pennsylvania turnpike highway eastbound exit pa exit pa affecting right lane,0,1,0
updated closure both directions cedar bridge rd cr,0,1,0
cleared incident jline manhattan bound essex street station,0,0,1
a collage leftists wishing death harm upon florida trump supporters hurricane irma prepares hit,1,0,0
construction nb braodway street,0,1,0
this second day row suddenly switched keep captive keeping us,1,0,0
do decorating food fashion tips pass along you also forgot link,1,0,0
cleared crash charlotte highway north jones loop rd lanes blocked last updated,0,0,1
how investments infrastructure enable businesses expand towns cities across country,1,0,0
need garage directions gateway amp blackford sports riverwalk,1,0,0
in gaza appeals humanitarian aid calls unity,1,0,0
ia nb left lane closed highway county road marion slow moving maintenance vehicle,0,1,0
atlanta big delays city slows west paces ferry lenox jammed highway atltraffic,0,0,1
our fab supporters owen amp wheresmum adopt,1,0,0
vehicle fire two right lanes blocked racinecounty eb seven mile rd stop go traffic back college ave traffic,0,1,0
wy crash westbound idaho state line jackson milepost cleared wyoroad,0,0,1
what emailmarketing strategy get free flow chart amp course coupon,1,0,0
i found ct station thru antenna i watch race gopats gl nascar,1,0,0
bowen hills accident bothways folkstone street abbotsford road,0,1,0
feelin hp adapt gto hyperskate video amp review stupiddope,1,0,0
updated construction station gun hill road station,0,1,0
expect heavy traffic montpelier vt area ahead march rally,0,1,0
this laborday every day unions fight real freedoms working people,1,0,0
complete highway mm wb sr mile all lanes closed hours due crash,0,1,0
we remember spoke as committed liberal i new,1,0,0
highway sun prairie jammed north bird street back interchange,0,1,0
great piece manufacturers prepare,1,0,0
downed tree amp downed wires ct both directions btw burnhill rd basket shop rd hebron lanes closed,0,1,0
updated crash duval highway west exit chaffee rd left lanes blocked last updated,0,1,0
parkway north delays almost mt nebo road parkway west inbound backs carnegie kdkatraffic,0,1,0
father renain children lives queensugar,1,0,0
closed due accident miramar florida tpke ext sb south red rd sfltraffic,0,1,0
crash three right lanes blocked i nb potomac st stop go traffic back gasconade st delay mins stltraffic,0,1,0
college oakwood teams involved north central ohio vehicle crash,1,0,0
georgia dot nighttime lane closures planned mount vernon highway transform improvement project,0,1,0
road closed season miles east of daly creek to miles west of gem mountain milepost,0,1,0
loving free lunch week loving hard stay awake,1,0,0
happy stpatricksday clover excellent cover crop,1,0,0
all lanes frantz open folloiwng auto accident,0,1,0
accident highway west btw exit ct branford exit branford lane blocked,0,1,0
new planned construction monroe highway south mm vaca key left lane blocked last updated,0,1,0
a special thanks giving opportunity speak convention today keep good work,1,0,0
traffic alert crash street right lanes blocked these delays seeing,0,1,0
cleared incident nb east street exit street bridge,0,0,1
two right lanes henley street closed injury crash estimated reopen time slow,0,1,0
country kurdistan region already bigger chance win world cup england,1,0,0
disabled vehicle highway eastbound exit ben franklin st there lane restriction,0,1,0
heavy traffic duval w beltway sb buckman brg san jose blvd accident shoulder blocked san jose blvd,0,1,0
posted art assets nightmare biolabs update,1,0,0
incident eline queens bound wyck station union gardens station,0,1,0
find products information product finder,1,0,0
ralph lauren concept timeless design rliconicstyle,1,0,0
here easiest hangover cure one world best chefs,1,0,0
updated crash lee highway north exit colonial blvd traffic backed daniels pkwy,0,1,0
heavier precip moving across vt btv nek mostly freezing rain use caution roads tonight crews treating please slow,0,0,1
i look forward continuing work promote us exports amp protect unfair imports updating nafta century ohio jobs,1,0,0
new york city news search truck crash leaves spaghetti sauce ark roadway new york city news amp search,1,0,0
we play rules and play style the new teens collection,1,0,0
this us embarrassing pruitt epa attacks journalist amp cites breitbart the epa dead we mourn,1,0,0
step sign president obama birthday card step celebrate,1,0,0
the eclipse great cosmic shadow if sun moon travels east west eclipse move,1,0,0
other incident highway southbound mile post there traffic disruption,0,1,0
in roanoke you want check talk tonight,1,0,0
collision highway nb mi n lft ln clsd ocrd,0,1,0
tomato spike the weekly market reports published free,1,0,0
cleared jobs nc info assurance engineer sr securityclearance jobs,1,0,0
california behind charlottesville violence,1,0,0
carry need organizing change,1,0,0
tonight performance jimmy fallon show epic lovemaketheworldgoround,1,0,0
harmful use alcohol major risk factor diseases including oralcancer gumdisease,1,0,0
accident highway east exit highway north hartford right lane closed,0,1,0
iraq their school lacks books running water amp electricity but nothing stop young girls,1,0,0
seeing people gut apartment throw shit away humble quicc,1,0,0
multi vehicle crash highway southbound exit lemoyne there lane restriction,0,1,0
cleared roadwork highway northbound exit pa exit pa,0,0,1
staying town springbreak try tips enjoy stressfree family time,1,0,0
updated planned construction orange highway west exit closed left lanes blocked last,0,1,0
registered name email id we review system details assist,1,0,0
cleared incident wb central station,0,0,1
spotthehazards answer post following road maintenance equipment vehicle emblem arrow board directing cars left,1,0,0
we could wait witness tour come get little preview kpwww hq,1,0,0
the left lane blocked highway chef menteur highway louisa street due disabled vehicle the congestion minimal,0,1,0
as begins backtoourroots tour listening ag folks advance farmbill opening,1,0,0
traffic alert south lanes blocked metropark woodbridge overturn multi mile delay,0,1,0
the reboot i need one presidency,1,0,0
in oriented stadiums like nrg houston earth rotation deflects field goal right inch,1,0,0
starting security council meeting situation concerning democratic republic congo watch live,1,0,0
a fresh collection soft durable flex fleece designed keep warm dry comfortable,1,0,0
constr ct north btw exit exit shelton right lane closed,0,1,0
updated juneau co crash highway eb mile marker left lane,0,1,0
disabled vehicle eb highway norfolk no lanes closed potential delays,0,1,0
vehicle accident use caution traveling area comments rt,0,1,0
updated incident gardenstateparkway nb south exit laurence harbor south exit nj,0,1,0
cleared crash east ave right lane blocked last updated,0,0,1
incident both directions avenue street avenue bay ridge parkway,0,1,0
investigation update arrest made connection death investigation area blue hill ave,1,0,0
only shirtless kookie worthy pose vante happyjungkookday,1,0,0
hello link pricing information a standard adult ticket,1,0,0
disabled vehicle shoulder blocked miami dolphin expy wb approaching nw ave sfltraffic,0,1,0
cleared construction both directions chambers street station atlantic center station,0,0,1
cleared accident nb fairfax,0,1,0
southside townhomes new pre construction town homes coming south brampton near hurontario st,0,1,0
