summary,1,2,3
at november employee performing asbestos removal asbestos contractor fresh meadows ny he standing metal ventilation duct reaching toward wall let scream fell onto duct employee electrocuted,0,1,0
employee geneva steel part crew using crane remove large steel roll line the load raised choker cable broke steel roll fell pinning employee hot piece equipment he fractured right leg separate places suffered burn employee sight crane operator accident occurred,0,0,1
on september employee working hatcher roofing on average depending weather employer replaced two roofs per week employee installing ice guard tar paper installation shingles shingled roof pitch he walking backward stepped back roof fell feet concrete slab employee taken akron general hospital life flight on september family discontinued life support died employee working without fall protection employer using alternative fall protection slide guards the workers trained fall protection systems relating residential houses proper way use alternative fall protection systems there four workers roof time accident when emergency personnel scene firm owner went shop retrieved personal fall arrest equipment he made employees install roof anchors continuing roofing work,1,0,0
at september employee working corix utilities us electrical contractor industrial building located fullerton ca he installing new edison meters replace legacy meters existing electrical panel industrial complex in interview related details incident employee successfully installed first three meters bank meter switchgear vertically arrayed the meters system at scanned first meter using mblink mobile handheld device record operable employee next removed second meter seated replacement he placing lock ring around meter heard humming sound he immediately turned away arc flash occurred it result fault he thrown back force blast because turned away upon initially hearing humming sound arc flash sustained burns ear cheek he watched electrical system continued burn arc he used fire extinguisher mitigate ensuing fire fullerton fire department arrived scene employee wearing full personal protective equipment ppe electrical work rubber insulated gloves leather gloves long sleeve shirt face shield safety glasses the arc flash resulting fault caused employee sustain burn right side face ear he treated emergency room released day employee journeyman electrician ibew local he years experience working electrician he worked company replacing edison meters since july the company written procedures replacing meters provided documentation training employee written procedures further employee confirmed following procedures accident occurred during course worker employment installed new meters per workday without incident on date accident employee successfully completed installations two remaining day it unknown exactly caused fault resulted arc flash the arc flash may however attributed following conditions meter defective demand placed load side installation caused surge meter properly seated meter socket employee made contact energized components either tool meter lock ring there violations title california code regulations found investigation,0,1,0
two employees clearing spotting sewer pipes shovels trench approximately feet depth trench collapsed one workers killed buried,0,0,1
at approximately july employee male robert william company llc loading john deere series iv crawler dozer model number serial number onto transportation trailer employee wearing seatbelt process loading crawler dozer onto transportation trailer dozer fell employee suffered unspecified injury resulting hospitalization employee transported ventura county medical center treatment robert william company llc privately owned company engaged planning land use services general engineering building contracting employee employed robert william company llc approximately one month equipment operator foreman employee working close proximity robert william company llc employees time incident interviews conducted employee employee manager onsite employees,1,0,0
on october employee laborer removing acm roofing material removing vent exposed square hole he walking backward fell ft roof opening employee landed cemment floor sustained injuries required hospitalization,1,0,0
on february employee using pipe drill drilling pipe hole the pipe came loose kelly struck employee head employee taken area hospital pronounced dead,0,0,1
at approximately april employee iron worker stringing communication line area use direct lifting mobile crane crew while process sliding column get lower level employee fell he wearing fall protection safety harness employee hospitalized treatment,1,0,0
on october employee working inside freestanding carport construction supported vertical temporary bracing along outside perimeter employee coworker standing outside carport hands resting one temporary bracing employee operating bottle jack additional support top jack employee placing additional support brace top bottle jack upward position the support resting jack came contact underside wooden beams the support back jack removed install trim area replace support employee completed jacking coworker remove temporary vertical wooden support carport structure shifted temporary supports trapping employee inside structure carport breaking neck employee died result injuries,0,0,1
at approximately july employee working pipefitter employer work site grass valley ca he involved underground utility he cutting existing steel pipe wacker saw he within inches finishing cut pipe started come stress snapped when pipe snapped employee lost one hand grip saw the saw spun back toward cutting upper left arm chest shoulder area employee suffered serious required hospitalization employee trained experienced use type equipment the saw using appropriately guarded wearing personal protective equipment required his employer hansen brothers enterprises general engineering contractor effective injury illness prevention program,0,0,1
on february employee working scaffolding journeyman scaffold rigger the foreman scaffold contractor roof building site they two trucks scaffolding parked next side side there three four short planks bridging across two truck beds there scaffold frames bed truck leaned back cab there approximately metal scaffold frames ft wide ft tall each frame weighs approximately lbs employee walking bed one truck onto the scaffold frames leaning back cab tipped fell onto employee pushing downward onto bed truck when landed fell top small pile planks people nearby construction site saw employee buried scaffold frames came remove one contacted medical emergency services employee taken san francisco general hospital treated fractured right hip the employee remained hospitalized six days,0,0,1
on december employee participating pressure testing pipeline the company using diameter high pressure hose fitted ryco series fittings the hose separated fitting connecting pipeline pressure reached approximately psi employee struck head either flying hose jet water he fell striking head steel pipe landed employee killed no safety devices place restrain hose event failure,0,0,1
at october employee cut water line line still pressurized degree fahrenheit hot water employee suffered second degree burns hands right forearm hospitalized,0,1,0
on november employee cutting tree platform elevated lift this platform neither guardrails employee wearing fall protection the tree branch cut falling hit platform lift causing lift tilt employee jumped lift toward tree however missed tree fell ground he killed,1,0,0
on june employee installing large copper gutter crew began working around the heat index rose degrees fahrenheit during time employee reportedly drinking water steadily at approximately began complain hot vomited around crew members ladders sun concrete driveway at time employee demeanor voice changed at approximately descending ladder employee apparently missed step stumbled ladder fell onto garage door emergency responders transported hospital upon arrival cardiopulmonary arrest core temperature degrees fahrenheit employee died night the medical examiner listed probable cause death heat due heat exposure,0,1,0
at approximately july employee electrician helper helping rewire old office building los angeles ca he applied fire stop electrical conduits walls first floor the conduits brought wires basement power lines entered building reduced voltage volts employee remembered conduit inside one service cabinets ground floor the conduit needed strap installed power lines could brought basement employee removed two corner screws cabinet door could open leaning forward splash apron access conduit head contacted busbar he received electric shock rendered unconscious a coworker started cpr revived employee sustained small burns bottom right arm left thumb provided paths electricity severe burn right front part skull all service cabinets first floor except one backfed supply volts lighting building the cabinet employee opened lockout breaker accessible outside cabinet however removed corner screws lock stayed breaker door opened the busbars inside cabinet also backfed breaker closed explosion would occurred basement,0,1,0
on august employee part crew clearing land new homes the employee felling tree intended fall toward east instead tree got caught vines branches adjacent tree fell employee employee killed,0,0,1
on june employee tv satellite system building roof ft high employee utilizing personal fall protection reason fell roof concrete sidewalk employee sustained fractures clavicle three ribs employee hospitalized,1,0,0
employee operating roof runner seaming machine ft high roof the operation required reach edge roof roll seaming machine onto wooden jig could start edge roof something slipped employee machine fell ground he suffered several broken bones employee wearing type fall arrest system type fall protection provided,1,0,0
on january employee working site partial demolition rehabilitation retail building he operating forklift hopper the hopper used collect demolition debris would placed dumpster when employer raised hopper forks hopper tilted slightly downwards slid forks struck employee he thrown ground employee fell concave area underneath hopper hopper hit ground allowed receive bruises contusions falling hopper emergency medical personnel summoned they arrived transported medical center admitted treated injuries hospitalized,0,0,1
at approximately may employee working employer excavating old canal replacing reinforced concrete pipes employee coworker operating caterpillar crawler excavator model number serial number operating weight lbs the bucket used three yard entek employee coworker told approximate location canal since adjacent segments removed earlier the coworker dug ground locate canal estimated ft deep meanwhile employee water truck driver controlling dust using water hose employee standing excavator arm block wall suddenly ground excavator left track gave away excavator arm swung left striking employee block wall the excavator operated end narrow alley hillside right block wall back yards houses left the morning accident first time excavator used site since work progressed end narrow alley approaching open field the backhoe previously used narrow alley the coworker know left excavator track ft canal employee hospitalized treated injuries,0,0,1
on july employee electrician he trouble call nonworking scoreboard city lancaster park in electric room found dead leg main breaker at fuse box pulled disconnect handle open position opened door order replace fuse employee checked voltage three phases determined three phases dead he tested continuity fuse determined fuse phase b bad employee pulled bad fuse hand gave coworker he placed new fuse clips tested voltage three phases ensure still dead when pushed fuse fuse clip holder set correctly employee used pair channel locks placed fuses gain additional leverage push fuse as employee applied force channel locks slipped contacted fuses the resulting electrical arc flash burned employee hands arms face he treated antelope valley hospital hospitalized sherman oaks hospital burn center treatment second third degree burns,0,1,0
on two employees removing trees half acre land employee working rear dump truck struck tree loaded truck employee employee died the cause death listed fracture thoracic spine,0,0,1
at approximately december employee worked near electro tinning line inside building located pittsburg ca contained production plant employee worked crew the crew erecting metal tube coupler scaffold near evaporator service unit inside production plant employee worked approximately ft lower level concrete deck employee wore fall protection harness lanyard tied north end bearer bar anchor employee attempted move along runner upper section scaffold employee used midrail balance the midrail employee used gave way employee fell back approximately ft onto concrete deck the fall protection arrest fall bar used anchor broke free clamps used hold bar place employee sustained minor injuries fall including contusions abrasions another employee contacted emergency services emergency services responded lead emergency personnel site contacted plant dispatch communication center contacted fire department the fire department responded emergency transported employee hospital walnut creek employee hospitalized treated injuries at approximately december fire department captain reported accident local division occupational safety health concord office,1,0,0
four employees replacing face billboard the face billboard made plastic sheet metal rods end strapped frame one employees unstrapping rod as shifted contacted overhead power line ran parallel top sign feet edge sign the employee received electric shock fell onto catwalk feet he safety belt lanyard hooked edge angle iron bracket sign the lanyard became unhooked fell the employee sustained fourth degree burns hand leg fractured jaw wrist he hospitalized injuries,0,1,0
at february employee working employer engaged structural steel wood erection tilt office building an equipment operator operating gradall material handler building first floor delivering picking trusses materials he driving equipment area going welder truck truss stored ground the clearance welder truck truss tight when operator went reverse backed another truss ground caused truss fall hit employee welder standing next truss employee sustained deep laceration right thigh right femur fractured,0,0,1
on september employee male construction laborer standard drywall working top floor heat morning at lunch coworker noted employee look well the coworker immediately got employee designated cool resting area notified management employee said fine quick cooling period employer sent employee hospital examined employee treated symptoms heat exhaustion released day,0,1,0
at approximately march employee male employee male employee painters divizia family trust mary jo divizia trustee found unresponsive owner property located rancho cucamonga california emergency medical services summoned the fire department san bernardino sheriff department showed found internal combustion engine driven air compressor rigid scfm psi gallons run fuel power switch air compressor on position all three employees pronounced dead site employee employee employee hired owner family trust property paint interior building repair work,0,1,0
on june employee underground construction working pipeline construction site as installing plastic sheeting portable toilet collapsed emergency services called employee transported watsonville community hospital employee died the subsequent investigation report reveal cause death,0,0,1
an employee stepladder working lighting system he apparently contacted energized parts received electric shock the electric shock caused employee lose balance fall ladder he landed portion steel frame concrete pad sustained injuries he hospitalized injuries,0,1,0
at september employee employee employee tasked dismantling scaffold level within containment dome identified pmdi located dow chemical company during dismantling work approximately feet ground alarms specific phosgene gas triggered the dow chemical company process within dome manufacturing use phosgene facilitate production pmdi isocyanate the leak occurred employee another contractor working three scaffolding employees removed slip blind valve downstream section pipe the valve subsequent piping used transport liquid phosgene after bolts connecting valve line broken valve continued leak phosgene triggering alarms the phosgene dosimeter badges worn employee employee employee provided dow chemical turned color indicating exposure ppm phosgene dow chemical transported employees hospital stayed least eighteen hours treatment,0,1,0
at approximately august employee finisher north county gunite company shotcreting ft tall retaining wall he height ft tieing guide wires onto rebar every ft fell employee sustained fractured right foot back injury lacerated left palm he transported mercy hospital treated seven days employee wide flat fabric material one end looped onto carpenter belt end hooked rebar structure,1,0,0
a plumber working damp excavation he using electric sump pump florescent light extension cord set the plumber electrocuted apparent ground fault electric equipment,0,1,0
at approximately september employee window installer working residential construction site san marcos ca wood frames homes construction he using scaffolding already erected around exterior building install windows approximately ten homes employee climbed onto scaffold opening second floor the scaffolding fully planked one plank area standing two planks parts a coworker standing ladder located stairway landing inside house handing large ft sq window thru opening employee he pushing window place scaffolding plank moved away house employee fell head first ft opening scaffolding side house he landed dirt surface suffered fractured left hand arm lacerations back injury employee transported palomar hospital underwent surgery treatment,1,0,0
a plumber helper plumbing contractor fixing water leak house he borrowed droplight home owner electrocuted touched light metal cover a subsequent continuity test showed droplight wiring proper ground connection the flexible extension cord employee using also owned homeowner spliced three places the homeowner outlet receptacle showed false ground upon closer inspection found neutral wire connected equipment grounding terminal the electrical wiring house provide equipment grounding conductor,0,1,0
on march employees working electrical vault presumed deenergized made contact live underground primary cable employee killed employee suffered severe burns hospitalized,0,1,0
on july employee fell working bridge died july provisional diagnoses revealed cause death pulmonary thromboemboli due complications blunt force injuries,1,0,0
on september employee attaching additional chording wooden roof trusses newly built barn he coworker working near center long structure approximately feet ground there loud noise structure began shake trusses began collapse employee fell ground seated position trusses fell back causing bend forward touching toes employee hospitalized diagnosed multiple spinal fractures paralysis waist,0,0,1
on september employee taking measurements flat roof measuring approximately feet feet residential building on september company employed employee completed replacing roof exception trim on september three employees returned site measure cut install trim they needed take measurements first trim could cut employee coworker measuring roof using retractable measuring tape employee holding round end measuring tape walking backwards roof he fell roof killed,1,0,0
on july employees assigned weld facade mezzanine one workers raised articulating boom basket far employees heads necks shoulders became caught control pedestal lift face mezzanine employees sustained injuries treated released day,0,0,1
on december employee roofer office building the roof equipped pound tie backs safety lines employees required work edge roof without utilizing fall protection employee process placing materials roof edge fell parapet approximately ft ground killed the accident caused failure employer utilize adequate fall protection methods equipment,1,0,0
at approximately november employee working subcontractor engaged metal framing drywall installation he using dewalt router cut ft section drywall the cord router became tangled router pulled hand employee reached catch router bit spinning the spinning bit punctured palm employee seek medical assistant november went home work on november wife drove medical center admitted treated palm infection hospitalized four days,0,0,1
a journeyman power line worker removing transformer he removed coiled jumper phase conductor he operated thought disconnect switch secondary he removed rubber insulating gloves placed hands ungrounded primary terminal transformer the switch control secondary primary terminal apparently energized backfeed transformer the employee electrocuted he entry exit burns hands stomach,0,1,0
on february employee mason using fiberglass step ladder access single tier tubular frame welded scaffold contacted inadequately protected piece reinforcing steel rebar employee impaled rebar provided rebar cap designed protect workers impalement hazards the rebar cap provided jobsite time injury mushroom style made entirely plastic employee sustained injuries leg rebar penetrated leg the ladder used access scaffold secured prevent displacement extend least feet scaffold location,1,0,0
on september employee working crew setting open web steel joists bay using rented crane coworker crane operator setting blind communication employee acting connector coworker connector they working ft ground employee working one end ft long joist coworker working employee installing field bolts end coworker wiring end seat set tilt concrete wall the wire rope sling released joist slackening hoist line letting sling lift naturally hook keeper wired back after setting one particular joist sling would come hook twist the employee unhooked lanyard cooned joist sling unhooked radioed coworker drop floor man could straighten he started back end joist the sling straightened reached end radioed coworker something effect highball as headache ball came struck bottom chord joist detached wired end that end fell struck concrete floor the employee still joist tied yet grabbed hold joist preparation impact his face struck top chord joist opposite end hit floor he fell joist floor approximately ft landing face he rolled several feet ft high stage striking face employee taken helicopter bay front hospital died two days later,1,0,0
employee saw wash water coming pump opening stopped wash rubber gloves wash water somehow placed right hand flipper valve opening used isolate pump chambers pump operations the concrete pump operator moved right rear truck activate flipper wash second pump chamber as soon heard employee yell reversed valve released employee hand employee transported hospital treated crushed right hand fingers,0,0,1
at approximately june electrician work site san francisco ca facing northeast direction power disconnect tower crane front he kneeling working balonga cords power disconnect a socket extension fell crane struck back near right shoulder blade he evaluated onsite first aid personnel he refused treatment san francisco fire department at time able rotate right arm degrees discomfort the following day june employee feeling well he called work told go urgent care facility he admitted francis memorial hospital treated broken ribs punctured lung the accident reported san francisco district office employer decker electric co electrical contractors san francisco ca june,0,0,1
on november employee received call cell phone coworker asking find number attachment plug attachment plugs could ordered employee found plug possibly choosing idle machine one production employee accidentally placed ground prong energized plug receptacle grounded causing fuse blow he electrocuted the wiring chicago attachment plug found dilapidated inspected maintained because configuration plug male plugs could inadvertently placed female receptacles energizing metal casing because employee medical condition fact electrical burns inside outside body coroner considered ruling cause death natural disease after continuity testing destructive testing evidence cause death ruled electrocution,0,1,0
at approximately may employee digging trench two workers uncover wall leaking rain he going waterproof wall stop leak the trench approximately feet deep feet long feet wide it shoring walls vertical the trench wall collapsed burying asphyxiating employee it took approximately two hours rescue workers dig medical examiner pronounced dead scene,0,0,1
employee working slag pit platform tipped crushed retaining wall employee killed,0,0,1
on june employee standing tailgate truck holding pipe tagline operation load steel pipes onto truck trailer as last pipe loaded remaining pipes shifted rolled trailer crushing employee killing,0,0,1
at pm june employee glass installation contractor working auto dealership construction site a large flatbed truck arrived site crates carrying sheets reinforced glass each sheet measured ft ft weighed lbs normally sheets crates would unloaded forklift however owner company able rent forklift delivery driver indicated employer needed leave continue work according police report company admitted owner agreed loose lite load unload sheet individually hand using suction discs this procedure normally used smaller sheets arrived inclined racks smaller truck the site supervisor admitted concerns observed way load shipped admitted company never unloaded glass size hand flatbed at time inspection observed main shipping crate posted large sign stating do open case attempt lite lite unloading the company owner stated interview aware safety regulation stating materials unloaded must secured dangerous displacement at time accident two employees flatbed foreman standing street employee cut bands holding front covers crates opened first crate driver side flatbed begin separate sheets a safety line consisting single nylon rope tied one vertical supports crate holder before rope anchored upright sheets began tip according witness statements employee attempted jump front sheets keep falling he knocked flatbed weight falling sheets least five sheets fell crushed street distance flatbed he killed,0,0,1
on may employee performing carbon arc welding jobsite employee welding approximately two hours smelled smoke then employee realized cotton shirt smoldering apparently spark at time incident employee wearing canvas type overalls leather jacket required personal protective equipment training records indicate employee trained safe welding practices employee sustained burns hospitalized,0,1,0
on may employee painting trellis approximately ft height fell structure employee wearing appropriate personal fall arrest personal fall restraint positioning systems employee transported local medical center treated released concussion,1,0,0
on october several carpenters repairing rebuilding redwood deck rear single story home while working foreman edge decking fell ft deck ground he taken mercy san juan hospital hospitalized days,1,0,0
on march employee working interior carpenter carpentry framing contractor he moving apartment units site unaware fall protection removed work area he stepped landing fell fracturing ankles three weeks later died an autopsy conducted medical examiner determined cause death multiple pulmonary embolisms caused injuries employee sustained fall,1,0,0
on october employee working excavation a bucket attachment disconnected excavator crushed hip legs employee hospitalized,0,0,1
on december employee walking steel beam fell ft striking head piece sheet metal landed employee killed,1,0,0
a local utility company hired electrical contractor install new streetlighting corner hazardous intersection the job required installing one streetlights parallel existing overhead power line the ground worker installed streetlighting hardware supply cable pole placed synthetic nylon sling choker hitch around pole attached sling load line derrick truck when derrick lifted pole upright position derrick plumber arms grasped shaft pole the operator derrick truck swung load around began set pole hole the ground worker securing cargo straps pole trailer derrick operator setting pole when butt end pole contacted bottom hole pole spun streetlight overhead line the ground worker ran pole try prevent contacting overhead line he electrocuted touched supply cable pole he entry exit wounds right hand right heel,0,1,0
on february five employees job site including job foreman employee coworker working inside structure cutting pieces lumber use west gable end building when trusses began fall succession employee struck collapsing member structure he hospitalized unspecified fractures the investigation revealed collapse due insufficient temporary bracing,0,0,1
at september employee helping install solar panels ft ft solarport integrated power system he standing piece plywood atop metal frame structure removing packaging bundle panels stacked metal structure plywood broke fell approximately ft ground he sustained fractures shoulder pelvis ribs hospitalized a rope grab fall protection system place,1,0,0
on february employee disassembling communication tower fell approximately ft ground he killed,1,0,0
employee was on the west side of a crane he was standing within the swing radius of the counterweight of the american ton rubber lined crane serial number the counterweight struck him pinning him against the crane deck he was crushed to death,0,0,1
on june employee working peterson brothers performing framing duties new dry mineral storage building located manson iowa five employees engaged building custom heavy wood frame doors the doors made wood materials placed sheets inch plywood the door approximately feet inches tall feet wide weighing approximately pounds the bottom door contains two pieces angle iron approximately inches inches inch thick feet length employee crew attempted move door upright position wrapping synthetic nylon strap around frame end strap attached one fork caterpillar telehandler model number employee operated telehandler raise door floor upright position the door angle approximately degrees employee grabbed broom began sweep underneath door the strap slid fork telehandler struck employee lower back employee fell ground extreme pain rescue service transported employee local hospital later transported iowa methodist hospital des moines day employee underwent surgery correct fractured pelvis fractured lower left leg employee transported iowa lutheran hospital begin physical therapy surgeries employee later died respiratory complications well infection,0,0,1
employee employees removing plywood sheathing employee standing eave building the rafter employee collapsed causing fall feet inches ground employee wearing fall protection he sustained fractures right ankle left knee hospitalized,1,0,0
an employee working from a bucket truck was shortening the length of a service drop for relocation from an existing pole to a new one the employee tied back the phase conductors and cut the neutral conductor while holding the phase conductors in his right hand he proceeded to cut one of them with a pair of uninsulated wire cutters he was not wearing gloves the employee was electrocuted and fell into the bucket,0,1,0
at may employee sustained serious occupational injury unsupported retaining wall collapsed cleaning digging footings construction new retaining wall the company involved accident general construction company conducting construction retaining walls shafts caissons employee working company years working close proximity d d construction specialties employees d d onsite supervisor employee working east side project adjacent unprotected excavation footing existing retaining wall subsequently collapsed onto employee the employer use support system obtain professional engineer approved determination excavation level footing retaining wall would safe employee admitted usc medical center may treated hospital days,0,0,1
at approximately july employee electrician all city electric scissor lift adjusting lights safeway store salinas ca he climbed lift trying climb back lift lower fell approximately ft onto grocery rack employee suffered hernia transported salinas memorial hospital admitted treatment,1,0,0
on july employee montelli construction corporation tuning bulldozer right hand came contact fan blade he hospitalized amputated middle finger,0,0,1
at approximately august employee works installer custom wood flooring working residential site employee amputated thumb ripping cutting lengthwise piece wood unguarded amp skill saw blade employee working alone without direct supervision time accident therefore one witnessed accident because employee experienced trade employer provided limited training however employer believed directed employee use push stick mostly thin cuts made blade fence the employer stated saw generally guarded nature cuts made however employer believe guard could used make cut employee attempting time accident,0,0,1
employee age coworkers suspended bosun chairs painting inside water tank this confined space subject accumulation flammable vapors could affect central nervous system exposed individuals after painting several hours employee coworker wearing respirators entered tank top opening once base tank began bosun chairs necessary employee trouble seeing lens respirator removed he told put respirator back a coworker entered tank make employee put respirator back also unsuccessful the two coworkers exited tank employee remained inside unprotected paint vapors he removed grate covering tank ft tall ft diameter standpipe began descending fixed ladder while descending ladder employee became overwhelmed vapors lost consciousness falling much because standpipe narrow diameter employee landed feet first onto sand accumulated base sandblasting operations the owner extracted opening base standpipe employee sustained numerous injuries body systems addition compound fracture right leg he transported dorchester general hospital treated injuries,0,1,0
on november employee installing ice water shield plywood decking steep pitch roof new construction building the employee using circular saw make straight line cut near edge roof employee walking using saw slipped saw dust fell feet ground the employee transported area hospital pronounced dead,1,0,0
at approximately february employee fabricating concrete false work freeway overpass construction employee elevated approximately ft bridge support building false work next concrete lift column employee fell ground injuring lumbar vertebrae employee hospitalized,1,0,0
on december employee working mason scaffold approximately feet high approximately feet long equipped weather protection the employee crushed scaffold overturned high winds no details provided original narrative,0,0,1
on january employee assigned move dumpsters around exterior grounds company property employee using loader maneuver dumpsters the employee working alone later found dead head crushed bucket loader dumpster,0,0,1
employee called service company check john deere excavator while field mechanic checking track system idler wheel popped spring pressure struck employee head pinning blade idler wheel the blow head killed instantly the field mechanic stated see employee bending apparently bending watch mechanic idler wheel popped,0,0,1
on october employees crew installing trimming residential building construction during break possibly response dare wager employee attempted swim across retention pond work site the pond approximately ft deep middle approximately ft wide approximately ft long employee began struggle halfway across pond employee swam rescue men drowned the employer comprehensive safety health program ten written rules employees one rules stated playing job must stop acceptable joke around pass time point stop,0,1,0
on may employee access power using power tool remove breaker live electrical panel tool grounded resulted arc flash employee suffered electrical burn,0,1,0
on june employee seese construction management llc pouring concrete floor he working temperatures exceeding degrees fahrenheit the employee began show symptoms heat stress the employee died,0,1,0
on november employee part crew laying material sealing hot membrane similar hot coal tar whose temperature approximately degree fahrenheit employee new hire job site couple days employee job carry bucket hot membrane workers laying roofing material the hot membrane used seal material prevent water leakage employee walking sealed paper apparently sticky material got stuck soles shoes prevented lifting foot causing trip fall the bucket spewed contents contacted employee employee wearing short loose fitting glove time accident employee suffered burns arms face hands employee hospitalized,0,1,0
on january employee dismantling fabricated frame scaffold system he working third level moved two planks position lowered ground rough terrain fork lift while moving another plank position walked unsupported cantilevered ends planks fell ft striking several crossbraces landing compacted earth employee sustained fractured ribs fractured arm internal injuries,1,0,0
on august employee spray painting exterior home extension ladder he fell approximately feet ground killed,1,0,0
on september employee working olive refrigeration case serviced previous work day found reverse polarity wiring he consulted foreman discussed work schedule evening the foreman directed fix olive case explain electricity case must employee later stated hurry circuit case also used screwdriver correct problem there wiring diagram inside case available employee use as working contacted live wiring shocked caused quickly pull back hand lacerating thumb metal part case employee transported ambulance medstar washington hospital center washington received two stitches he released later evening,0,1,0
on november employee removing existing lighting fixtures he attaching lighting fixture energized emergency exit sign contacted energized circuit employee electrocuted,0,1,0
at approximately january employee instaling metal chanel one bridges highway employee crane operator employee fatality basket fell ft ground time crane overturned boom extended employee died accident employee taken local area hospital suffering multiple injuries,1,0,0
on june employee mixing plaster material essex plaster mortar mixer model serial number marked equipment from information available manufacturer determined model cubic capacity this equipment consists motor unit mixer unit the cylindrical mixer long diameter the mixing paddles inside barrel rotate horizontal axis along centerline mixer barrel the top opening mixer measuring approximately ft covered grated cover opens automatically mixing barrel tilted manually handle pour mixed material the grated cover grid openings one bars grid missing made set openings measure the clearance mixing paddles grated cover employee remembered time accident pouring dry cement mixer he placing cement bags one time top grill cover cutting bag knife let material fall mixer this equipment manufactured bag cutter built grill cover missing along missing bar safety grate employee reached mixer right hand fingers got caught rotating paddle side mixing barrel employee amputated right middle finger right index finger he hospitalized,0,0,1
employee working roof building unhooked last structural steel train approached crane sitting adjacent truck employee operating crane model ro stinger swung boom power lines back truck lifted rear stabilizer poles let train pass employee signaled employee swing boom back structural members as employee swung boom back power lines truck began tip causing boom knock power lines fall roof striking employee back head killing,0,0,1
on april employer homeowner hired employer unlicensed contractor paint parts employer house employer went paint store temescal neighborhood oakland purchase paint hired employee location employee painter years experience never worked either employer employer at worksite employee assigned paint chimney outside house employee placed ladder right side chimney climbed roof he used rope haul supplies roof employee lifting board rope slipped wet roof employee slid front side roof he tried grab hold rafters roof unable stop fall employee fell approximately feet rhododendron bush located employee working position employee sustained multiple injuries fall including five rib fractures left side orbital fracture left side fractured left clavicle at beginning work day employee driven vehicle worksite approximately minutes accident employer drove employee employee house vehicle employees another worksite followed vehicle employee house order drive employer back worksite employer implement use fall protection fall protection systems assigning work employees elevated work locations known exposed unprotected leading edges roof employer also ensure availability emergency medical services injured employee time injury,1,0,0
at approximately august employee descending ft stepladder ladder tie wire broke the ladder tilted causing employee fall ft flatbed truck employee taken sharps hospital treated bruised back released day,1,0,0
on august employee standing walkway prevent crane block becoming caught walkway edge a crane swing line cable hit knocked balance he fell feet ground killed,1,0,0
on june employee using aluminum bull float site concrete pour he carried float new position lifting handle well head contacted approximately overhead power line employee electrocuted the power lines passed part work area encountered end pour initial reports indicated employee brother coworker received electric shock knocked brother away energized handle ground,0,1,0
on june employee operating articulated compactor parallel edge large elevated area compact crushed gravel substrate prior paving when portion gravel substrate gave way front roller slid laterally toward edge the compactor slid edge approximately ft embankment struck large boulder after employee ejected compactor rolled crushed employee killed,0,0,1
at approximately may employee new employee working richard stine wrecking demolition contractor he using torch cut vertical steel expansion supports brick kiln he cut removed several expansion rods top six seven vertical around outside perimeter kiln spaced approximately intervals he cutting seventh vertical beam base wall flush floor line section brick wall feet high feet thick collapsed buried inches fragmented wall the collapsing wall knocked employee fractured sides pelvis several places caused lacerations arms crushed chest he sustained severe burns left forearm fell torch using he hospitalized,0,0,1
at approximately january employee electrician sole owner electrical air conditioning service contractor replacing circuit breaker restore power transformer he performed type work numerous occasions believe necessary turn electrical power circuit breaker employee removed cover electrical panel containing circuit breaker replaced a piece metal approximately six long fell energized electrical panel causing short circuit an arc flash occurred employee long sleeve cotton shirt ignited coworkers heard explosion came aid witness accident he hospitalized los angeles usc medical center burns arms hands chest face required numerous skin grafts,0,1,0
on october employee working employer rebar installer jobsite los angelis ca employee descending ladder placed inside excavation top ladder began move employee turned around rebalance decided quickly walk ladder fell as walking ladder foot got caught space rungs located bottom ladder as result employee sustained multiple fractures left ankle hospitalized contributing causal factors ladder secured prevent movement ladder three points contact employee descent it determined accident report incident occurred,1,0,0
at thursday may employee member construction crew working terno electrical contractors on wednesday may day accident electrical crew removed diameter tall traffic light pole preparation arrival construction crew following day at time deenergized bundle lines energized volts cut wires employee started work thursday his construction crew removing traffic light pole base feet long feet wide inches high after working minutes jackhammer break concrete employee felt electric shock hands the foreman general foreman called assist they found two wires bundle deenergized employee taken california hospital observation released four hours as result accident suffered minor muscle pain hands though obvious marks wounds hands,0,1,0
